92 17
0	1.207	2.4038	3.5803	4.7266	5.8335	6.8921	7.8943	8.8327	9.7004	10.492	11.201	11.825	12.358	12.799	13.144	13.391
0	1.218	2.4256	3.6127	4.7694	5.8861	6.9542	7.9652	8.9117	9.7869	10.585	11.3	11.929	12.467	12.911	13.259	13.509
0	1.229	2.4475	3.6452	4.8121	5.9388	7.0162	8.036	8.9907	9.8734	10.678	11.4	12.033	12.576	13.023	13.374	13.626
0	1.2399	2.4693	3.6776	4.8549	5.9914	7.0782	8.1068	9.0696	9.9598	10.771	11.499	12.138	12.684	13.136	13.489	13.743
0	1.2509	2.4911	3.7101	4.8977	6.0441	7.1402	8.1776	9.1485	10.046	10.864	11.598	12.242	12.793	13.248	13.604	13.86
0	1.2619	2.5129	3.7425	4.9404	6.0967	7.2022	8.2483	9.2274	10.132	10.957	11.697	12.346	12.901	13.36	13.719	13.977
0	1.2728	2.5348	3.775	4.9832	6.1493	7.2641	8.3191	9.3062	10.219	11.05	11.796	12.45	13.01	13.472	13.834	14.093
0	1.2838	2.5566	3.8074	5.0259	6.2019	7.3261	8.3898	9.385	10.305	11.143	11.894	12.554	13.118	13.584	13.948	14.21
0	1.2948	2.5784	3.8399	5.0686	6.2545	7.388	8.4604	9.4638	10.391	11.236	11.993	12.658	13.226	13.695	14.063	14.326
0	1.3057	2.6002	3.8723	5.1114	6.3071	7.4499	8.5311	9.5425	10.477	11.329	12.092	12.762	13.334	13.807	14.177	14.443
0	1.3167	2.622	3.9048	5.1541	6.3596	7.5118	8.6017	9.6212	10.563	11.421	12.19	12.865	13.442	13.919	14.291	14.559
0	1.3277	2.6439	3.9372	5.1968	6.4122	7.5737	8.6723	9.6999	10.649	11.514	12.289	12.969	13.55	14.03	14.406	14.675
0	1.3387	2.6657	3.9696	5.2395	6.4647	7.6355	8.7429	9.7785	10.735	11.607	12.387	13.072	13.658	14.141	14.52	14.791
0	1.3496	2.6875	4.0021	5.2822	6.5173	7.6974	8.8134	9.8571	10.821	11.699	12.486	13.176	13.766	14.253	14.634	14.907
0	1.3606	2.7093	4.0345	5.3249	6.5698	7.7592	8.8839	9.9357	10.907	11.792	12.584	13.279	13.873	14.364	14.747	15.023
0	1.3716	2.7311	4.0669	5.3676	6.6223	7.821	8.9544	10.014	10.993	11.884	12.682	13.382	13.981	14.475	14.861	15.138
0	1.3825	2.7529	4.0994	5.4103	6.6748	7.8828	9.0249	10.093	11.079	11.976	12.78	13.486	14.088	14.586	14.975	15.254
0	1.3935	2.7748	4.1318	5.453	6.7273	7.9446	9.0953	10.171	11.164	12.069	12.878	13.589	14.196	14.696	15.088	15.369
0	1.4045	2.7966	4.1642	5.4956	6.7798	8.0063	9.1657	10.249	11.25	12.161	12.976	13.692	14.303	14.807	15.201	15.484
0	1.4154	2.8184	4.1966	5.5383	6.8323	8.068	9.2361	10.328	11.336	12.253	13.074	13.794	14.41	14.917	15.315	15.6
0	1.4264	2.8402	4.229	5.581	6.8847	8.1297	9.3064	10.406	11.421	12.345	13.172	13.897	14.517	15.028	15.428	15.715
